----,1848,1876,1890,1896,1913,1914,1918,1919,1920,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1938,1939,1940,1941,1943,1944,1945,1962,1967,1975,1980,1983,1986,1989,1990,1991
1852,0.172103,0.276442,0.19478,0.193619,0.179004,0.0851505,0.172404,0.192479,0.131331,0.181816,0.186969,0.229394,0.0779688,0.157064,0.153022,0.174697,0.188283,0.150629,0.151141,0.171317,0.209063,0.247784,0.164303,0.187519,0.216688,0.176224,0.155547,0.19149,0.158886,0.0338255,0.130331,0.21617,0.156012,0.0960018,0.152327,0.143972,0.164043,0.100227,0.149504,0.1481
1853,0.228106,0.229532,0.169479,0.385141,0.302607,0.539164,0.426762,0.45635,0.400065,0.138824,0.178697,0.30768,0.161064,0.4042,0.594379,0.419365,0.337126,0.378966,0.225598,0.378143,0.619935,0.294102,0.360551,0.317657,0.0546663,0.532985,0.439747,0.410353,0.440456,0.41662,0.226861,0.201033,0.256928,0.281865,0.371069,0.226063,0.336074,0.249938,0.358663,0.256647
1854,0.276914,0.338185,0.373277,0.238893,0.237426,0.076769,0.215286,0.235124,0.232356,0.242688,0.320728,0.254232,0.10649,0.206253,0.223561,0.222568,0.206065,0.204317,0.326938,0.232178,0.186055,0.305233,0.124595,0.210097,0.19506,0.268197,0.219128,0.262058,0.176784,0.0302164,0.226064,0.172098,0.181509,0.120428,0.226849,0.226521,0.233681,0.0947037,0.161125,0.19248
2015,0.207183,0.220007,0.489599,0.375483,0.360393,0.761547,0.438905,0.306487,0.40202,0.183334,0.365475,0.298633,0.26217,0.44863,0.351223,0.27798,0.361318,0.497256,0.178208,0.417943,0.23422,0.295584,0.462521,0.299599,0.20039,0.232952,0.222115,0.319112,0.419625,0.220134,0.178111,0.313846,0.292511,0.301031,0.399069,0.263525,0.358538,0.473918,0.347392,0.359478
2010,0.114177,0.156943,0.18209,0.14273,0.142649,0.118216,0.22449,0.287663,0.32689,0.212819,0.215019,0.187288,0.314251,0.270007,0.144665,0.216951,0.214421,0.246622,0.147966,0.295971,0.218483,0.144839,0.232726,0.260534,0.0520905,0.195158,0.160014,0.249994,0.272084,0.495664,0.183329,0.274263,0.30211,0.337035,0.305135,0.306252,0.257058,0.225909,0.316406,0.297161
2012,0.208966,0.166089,0.27936,0.234277,0.271482,0.311259,0.341209,0.318583,0.29645,0.300605,0.205645,0.264724,0.259525,0.251248,0.238324,0.269413,0.395308,0.280838,0.14688,0.350092,0.28605,0.341189,0.321859,0.273982,0.176635,0.243938,0.183107,0.289233,0.311394,0.225203,0.243902,0.264856,0.37706,0.299974,0.28742,0.293384,0.306088,0.564098,0.340686,0.341644
1860,0.281042,0.523826,0.478395,0.268111,0.403094,0.108456,0.258183,0.219597,0.262841,0.300238,0.190924,0.311245,0.102469,0.196407,0.277256,0.320614,0.215492,0.21393,0.237803,0.260855,0.282279,0.337203,0.268381,0.255183,0.297903,0.230993,0.215816,0.282168,0.23549,0.0800213,0.241655,0.379621,0.211687,0.147796,0.183622,0.297611,0.270914,0.15648,0.240239,0.223074
1865,0.525277,0.727409,0.455259,0.428364,0.458593,0.193859,0.416556,0.409314,0.432455,0.394905,0.377875,0.457538,0.222927,0.404409,0.399671,0.453152,0.37519,0.368502,0.411524,0.424396,0.410615,0.550724,0.362387,0.418664,0.485332,0.410335,0.364853,0.427742,0.280014,0.123277,0.375249,0.411555,0.392389,0.239452,0.420902,0.441302,0.418671,0.216834,0.353854,0.375772
1889,0.193763,0.227491,0.298471,0.318727,0.463673,0.292452,0.444718,0.43185,0.448857,0.326228,0.252095,0.423367,0.545918,0.480105,0.379311,0.486586,0.436347,0.364094,0.309299,0.453341,0.4356,0.291036,0.344325,0.412734,0.453693,0.488437,0.298388,0.375235,0.369841,0.472431,0.488164,0.310653,0.431659,0.608412,0.411958,0.370721,0.357156,0.49154,0.438384,0.423237
1866,0.36351,0.226622,0.405554,0.346928,0.349404,0.211266,0.370277,0.367825,0.345942,0.343185,0.288069,0.343147,0.357431,0.367175,0.313827,0.418827,0.384089,0.372519,0.586719,0.310126,0.278028,0.34614,0.207955,0.313896,0.245188,0.378578,0.331197,0.398223,0.175937,0.152806,0.426106,0.26769,0.370322,0.345545,0.328208,0.273764,0.374517,0.226701,0.298141,0.318314
1869,0.397686,0.458762,0.284163,0.386391,0.443769,0.147037,0.284508,0.295603,0.247559,0.251683,0.244148,0.363075,0.217221,0.277669,0.24422,0.330231,0.287177,0.233261,0.317053,0.273865,0.314963,0.393926,0.222845,0.279746,0.275611,0.274224,0.260741,0.290076,0.26611,0.0447777,0.309015,0.510287,0.27865,0.195683,0.265028,0.317879,0.280066,0.161783,0.230928,0.284561
1868,0.417673,0.510205,0.325121,0.384065,0.394423,0.159173,0.338924,0.322775,0.378549,0.332926,0.299439,0.410837,0.291604,0.302762,0.314179,0.341598,0.335315,0.271352,0.254637,0.376487,0.331316,0.366392,0.271474,0.323562,0.538507,0.292448,0.30043,0.308556,0.260798,0.0912498,0.36433,0.316256,0.316879,0.202747,0.338794,0.327642,0.33735,0.212906,0.293737,0.303508
1884,0.383225,0.303464,0.47743,0.639687,0.485266,0.366859,0.449917,0.515492,0.565427,0.251144,0.350082,0.550146,0.695306,0.505047,0.60173,0.456369,0.366273,0.565569,0.35033,0.485367,0.404522,0.500265,0.510398,0.502496,0.0992589,0.437868,0.82845,0.469066,0.36064,0.368448,0.604042,0.255734,0.472511,0.526124,0.579806,0.332853,0.466205,0.413576,0.465331,0.487425
1883,0.294303,0.281562,0.330015,0.304391,0.239433,0.372937,0.340963,0.438739,0.368324,0.351571,0.34295,0.388312,0.20963,0.41128,0.236499,0.322714,0.466659,0.375066,0.465423,0.382563,0.259645,0.367879,0.354926,0.313673,0.238554,0.344051,0.325389,0.382713,0.361492,0.192591,0.332414,0.223954,0.28962,0.285705,0.327196,0.254854,0.331774,0.272829,0.317388,0.270216
1881,0.436348,0.370678,0.413917,0.419478,0.353948,0.204779,0.364499,0.337676,0.304593,0.284359,0.239062,0.34398,0.243266,0.339172,0.34651,0.41552,0.365328,0.332884,0.617736,0.341136,0.327592,0.51253,0.35051,0.318199,0.373572,0.349201,0.284786,0.327648,0.246383,0.0804805,0.423313,0.375837,0.344138,0.220221,0.367524,0.313584,0.392199,0.275527,0.291557,0.334273
1880,0.17003,0.53086,0.16146,0.179112,0.182028,0.0417626,0.161496,0.148378,0.165785,0.220156,0.15926,0.178664,0.0915729,0.135264,0.257813,0.151014,0.155714,0.162428,0.226268,0.164509,0.144535,0.380624,0.1546,0.162615,0.205151,0.140724,0.119552,0.187583,0.130764,0.0771006,0.191944,0.118718,0.171238,0.10275,0.129721,0.169294,0.192621,0.113042,0.141538,0.127282
1848,0.210027,0.289592,0.144245,0.180625,0.179802,0.107114,0.170483,0.154376,0.209864,0.179304,0.192065,0.307359,0.104896,0.147236,0.159603,0.157387,0.131487,0.164337,0.132715,0.18363,0.172321,0.194803,0.130024,0.175713,0.190662,0.14431,0.16324,0.174642,0.101928,0.0630551,0.12944,0.250947,0.16578,0.0839466,0.187679,0.195082,0.169243,0.167705,0.151933,0.158007
1877,0.348482,0.570685,0.400336,0.371697,0.36686,0.179558,0.337855,0.3404,0.335716,0.386568,0.686915,0.390646,0.20359,0.318227,0.268402,0.364949,0.334676,0.287549,0.39498,0.35409,0.324431,0.413605,0.298045,0.300828,0.449752,0.357391,0.281194,0.350705,0.30972,0.148171,0.384574,0.328227,0.26178,0.182966,0.278108,0.315482,0.308283,0.220711,0.267891,0.304438
1847,0.290029,0.330943,0.3346,0.297542,0.297252,0.139841,0.260523,0.261561,0.26834,0.293435,0.335849,0.379774,0.241968,0.207958,0.317928,0.264953,0.231629,0.227853,0.289582,0.256147,0.210538,0.300752,0.201729,0.2608,0.278,0.205209,0.215138,0.252821,0.183981,0.114586,0.237006,0.174872,0.234078,0.173078,0.227286,0.21687,0.273761,0.191718,0.232127,0.249162
2003,0.420418,0.316641,0.351351,0.429963,0.506522,0.418694,0.547453,0.536866,0.551962,0.623033,0.45658,0.496924,0.491649,0.553428,0.423536,0.535499,0.545605,0.539621,0.41808,0.600531,0.48646,0.439114,0.66906,0.613451,0.325689,0.483578,0.396338,0.59381,0.424912,0.660391,0.577502,0.432315,0.609056,0.606161,0.526558,0.728332,0.652755,0.579217,0.678821,0.705153
2004,0.661389,0.256396,0.250661,0.30593,0.375165,0.254093,0.445894,0.396759,0.394679,0.430702,0.19371,0.359571,0.247271,0.342254,0.321471,0.407949,0.495611,0.422899,0.342778,0.369819,0.33023,0.339563,0.426023,0.468307,0.394432,0.43947,0.209741,0.461394,0.272491,0.149858,0.284924,0.437851,0.589596,0.412171,0.305432,0.559015,0.459179,0.287632,0.488539,0.452981
2008,0.149588,0.160136,0.250508,0.256676,0.175249,0.20462,0.266971,0.249325,0.283638,0.367154,0.325643,0.462999,0.397603,0.38439,0.137255,0.234763,0.234361,0.21593,0.115121,0.334516,0.266294,0.212256,0.215467,0.305178,0.228602,0.205841,0.154758,0.233371,0.588126,0.482289,0.229531,0.284456,0.282513,0.382606,0.259734,0.323439,0.283084,0.363224,0.378866,0.366531
2009,0.0995282,0.100917,0.12382,0.0896842,0.0911087,0.0767976,0.138702,0.153639,0.170432,0.0875157,0.295712,0.14977,0.107276,0.133344,0.0962551,0.122571,0.113752,0.212535,0.121139,0.165656,0.150955,0.19204,0.151246,0.133064,0.0662746,0.159897,0.0908509,0.15538,0.0990805,0.0805297,0.127232,0.141837,0.15189,0.252154,0.10406,0.261152,0.170437,0.114957,0.214776,0.208116
