----,1848,1876,1890,1896,1913,1914,1918,1919,1920,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1938,1939,1940,1941,1943,1944,1945,1962,1967,1975,1980,1983,1986,1989,1990,1991
1888,0.141449,0.109715,0.14219,0.15171,0.139597,0.0741794,0.18565,0.176117,0.179102,0.0577192,0.0630734,0.126902,0.146401,0.101116,0.240912,0.190726,0.214291,0.191482,0.0945577,0.149331,0.27228,0.200721,0.178378,0.179596,0.0456417,0.211546,0.128363,0.240488,0.241775,0.16356,0.119153,0.256428,0.12694,0.0547122,0.165267,0.149225,0.119643,0.183074,0.159526,0.117255
1876,0.0953922,0.14539,0.179619,0.147169,0.103027,0.0345985,0.120991,0.130453,0.0892092,0.235077,0.186706,0.143602,0.0522299,0.123484,0.0876973,0.12422,0.112134,0.0832911,0.172699,0.118441,0.121505,0.154168,0.0844554,0.108198,0.0943695,0.0995834,0.0968102,0.107466,0.0734882,0.0214769,0.139144,0.150312,0.0781063,0.0559293,0.114806,0.103852,0.111567,0.100485,0.0934489,0.097975
1887,0.24692,0.276281,0.172261,0.25523,0.195154,0.0699889,0.19636,0.19472,0.180473,0.177025,0.268849,0.201648,0.147486,0.154067,0.159474,0.242921,0.16591,0.178342,0.233723,0.190775,0.171162,0.243089,0.149559,0.165943,0.479957,0.204081,0.164934,0.205972,0.147454,0.0296386,0.381999,0.24458,0.221337,0.158577,0.189155,0.22511,0.207933,0.0952727,0.167458,0.156265
1875,0.438772,0.751412,0.488894,0.391035,0.421014,0.157235,0.356142,0.375493,0.34879,0.443,0.396029,0.432392,0.195732,0.375257,0.347675,0.422625,0.336009,0.314414,0.444182,0.38315,0.360664,0.508148,0.289518,0.333897,0.370982,0.421634,0.33685,0.398443,0.273949,0.122434,0.413839,0.344595,0.326812,0.220277,0.357515,0.390568,0.384137,0.230253,0.303624,0.313541
1873,0.435808,0.375051,0.433026,0.488347,0.436082,0.171219,0.404501,0.352774,0.286597,0.0914302,0.314857,0.320775,0.231257,0.293948,0.310686,0.432043,0.370587,0.31746,0.262406,0.304804,0.427509,0.415346,0.282802,0.397737,0.392471,0.41671,0.252021,0.34848,0.383662,0.0467859,0.297637,0.405418,0.29939,0.172787,0.326875,0.313379,0.374684,0.378725,0.277542,0.336414
1870,0.325231,0.448563,0.279079,0.34003,0.399874,0.1539,0.347209,0.302434,0.358809,0.546301,0.326078,0.326709,0.352483,0.303879,0.256573,0.364714,0.322813,0.287974,0.24206,0.370073,0.317609,0.399633,0.324093,0.310805,0.521571,0.349381,0.286885,0.352099,0.271789,0.109412,0.262148,0.340683,0.28799,0.22275,0.336661,0.315045,0.332143,0.205725,0.289786,0.312427
1894,0.341222,0.222566,0.197763,0.289717,0.363225,0.195813,0.238548,0.278162,0.252895,0.256776,0.322564,0.254909,0.219627,0.235957,0.202022,0.280978,0.316398,0.288719,0.219028,0.259659,0.235918,0.283741,0.318584,0.256149,0.36907,0.234325,0.167473,0.331166,0.29756,0.0410349,0.232515,0.146371,0.289572,0.212312,0.243134,0.201167,0.35627,0.150848,0.209688,0.251485
1895,0.160919,0.0379338,0.0144604,0.0181759,0.0198698,0.0242955,0.0403618,0.0345189,0.0206872,0.0267605,0.0942353,0.0152928,0.00730156,0.0511386,0.0144223,0.0161459,0.0143684,0.0536818,0.0102699,0.0337413,0.0468783,0.0302931,0.0699385,0.0699326,0.0138014,0.0114106,0.034104,0.0304076,0.00902802,0.00444662,0.0302907,0.0707175,0.0201281,0.00647817,0.0831778,0.0941021,0.0285579,0.0109345,0.0353536,0.0227088
1890,0.349661,0.45157,0.485347,0.363752,0.545869,0.216994,0.416222,0.409694,0.378586,0.579465,0.372033,0.461505,0.406208,0.424364,0.331474,0.436977,0.380517,0.399592,0.384477,0.435437,0.450751,0.40883,0.298715,0.557613,0.392737,0.414346,0.342641,0.405705,0.359704,0.334261,0.420545,0.668811,0.398195,0.396038,0.560065,0.402555,0.370186,0.309879,0.385982,0.396473
